17865.0	17979.0	-2.336086
17991.0	18103.0	0.000000
18115.0	18229.0	2.160644
18241.0	18353.0	0.000000
18365.0	18479.0	-2.335896
18491.0	18603.0	0.000000
18615.0	18729.0	2.161141
18741.0	18853.0	0.000000
18865.0	18979.0	-2.335618
18991.0	19103.0	0.000000
19115.0	19229.0	2.160928
19241.0	19353.0	0.000000
19365.0	19479.0	-2.335451
19491.0	19603.0	0.000000
19615.0	19729.0	2.161057
19741.0	19853.0	0.000000
19865.0	19979.0	-2.335533
19991.0	20103.0	0.000000
20115.0	20229.0	2.160979
20241.0	20353.0	0.000000
20365.0	20479.0	-2.335708
20491.0	20603.0	0.000000
20615.0	20729.0	2.160955
20741.0	20853.0	0.000000
20865.0	20979.0	-2.336006
20991.0	21103.0	0.000000
21115.0	21229.0	2.160887
21241.0	21353.0	0.000000
21365.0	21479.0	-2.336127
21491.0	21603.0	0.000000
21615.0	21729.0	2.160775
21741.0	21853.0	0.000000
21865.0	21979.0	-2.335799
21991.0	22103.0	0.000000
22115.0	22229.0	2.160979
22241.0	22353.0	0.000000
22365.0	22479.0	-2.335575
22491.0	22603.0	0.000000
22615.0	22729.0	2.161420
22741.0	22853.0	0.000000
22865.0	22979.0	-2.335160
22991.0	23103.0	0.000000
23115.0	23229.0	2.161458
23241.0	23353.0	0.000000
23365.0	23479.0	-2.335284
23491.0	23603.0	0.000000
23615.0	23729.0	2.161638
23741.0	23853.0	0.000000
23865.0	23979.0	-2.335601
23991.0	24103.0	0.000000
24115.0	24229.0	2.161357
24241.0	24353.0	0.000000
24365.0	24479.0	-2.335882
24491.0	24603.0	0.000000
24615.0	24729.0	2.160637
24741.0	24853.0	0.000000
24865.0	24979.0	-2.336035
24991.0	25103.0	0.000000
25115.0	25229.0	2.161049
25241.0	25353.0	0.000000
25365.0	25479.0	-2.335814
25491.0	25603.0	0.000000
25615.0	25729.0	2.161073
25741.0	25853.0	0.000000
25865.0	25979.0	-2.335114
25991.0	26103.0	0.000000
26115.0	26229.0	2.161783
26241.0	26353.0	0.000000
26365.0	26479.0	-2.334760
26491.0	26603.0	0.000000
26615.0	26729.0	2.161968
26741.0	26853.0	0.000000
26865.0	26979.0	-2.335029
26991.0	27103.0	0.000000
27115.0	27229.0	2.161764
27241.0	27353.0	0.000000
27365.0	27479.0	-2.334966
27491.0	27603.0	0.000000
27615.0	27729.0	2.161475
27741.0	27853.0	0.000000
27865.0	27979.0	-2.335422
27991.0	28103.0	0.000000
28115.0	28229.0	2.161068
28241.0	28353.0	0.000000
28365.0	28479.0	-2.335935
28491.0	28603.0	0.000000
28615.0	28729.0	2.160686
28741.0	28853.0	0.000000
28865.0	28979.0	-2.336166
28991.0	29103.0	0.000000
29115.0	29229.0	2.160986
29241.0	29353.0	0.000000
29365.0	29479.0	-2.335783
29491.0	29603.0	0.000000
29615.0	29729.0	2.161303
29741.0	29853.0	0.000000
29865.0	29973.0	-2.332208
